sequence,gene,gene_family,kmer_family,family_card,picture_family,rel_phenotype
aph(3')-Ia_9_EU722351,aph(3')-Ia,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636:aph(3')-Ia_4_AF498082:aph(3')-Ia_6_L05392:aph(3')-Ia_7_X62115:aph(3')-Ia_9_EU722351,aph(3'),aph(3'),ami
aph(3')-VI_1_KC170992,aph(3')-VI,aph(3')-VI_1_KC170992,blaNDM-1_1_FN396876:aph(3')-VI_1_KC170992:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,aph(3'),aph(3'),ami
aph(4)-Ia_1_V01499,aph(4)-Ia,aph(4)-Ia_1_V01499,aph(4)-Ia_1_V01499,aph(4)-I,aph(4),ami
aph(6)-Ic_1_X01702,aph(6)-Ic,aph(6)-Ic_1_X01702,aph(6)-Ic_1_X01702,aph(6)-I,aph(6),ami
aph(6)-Id_1_M28829,aph(6)-Id,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,aph(6)-I,aph(6),ami
aph(6)-Id_4_CP000971,aph(6)-Id,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,aph(6)-I,aph(6),ami
armA_1_AY220558,armA,armA_1_AY220558,armA_1_AY220558,16S rRNA methyltransferase (G1405),16S rRNA methyltransferase (G1405),ami
blaACT-15_1_JX440356,blaACT-15,blaACT-15_1_JX440356,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaACT,blaACT,blm
blaCARB-2_1_M69058,blaCARB-2,blaCARB-2_1_M69058,blaCARB-2_1_M69058,blaCARB,blaCARB,blm
blaCMY-105_1_KJ207205,blaCMY-105,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-114_1_KM087846,blaCMY-114,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-138_1_KT997883,blaCMY-138,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-14_1_AJ555825,blaCMY-14,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-15_1_AJ555823,blaCMY-15,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-16_1_AJ781421,blaCMY-16,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-2_1_X91840,blaCMY-2,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-37_1_AB280919,blaCMY-37,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-42_1_HM146927,blaCMY-42,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-44_1_FJ437066,blaCMY-44,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-4_1_LNHZ01000079,blaCMY-4,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-51_1_JQ733571,blaCMY-51,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-68_1_JN714480,blaCMY-68,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-6_1_AJ011293,blaCMY-6,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-70_1_JX440350,blaCMY-70,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-78_1_JQ733575,blaCMY-78,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-81_1_JQ733578,blaCMY-81,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCMY-90_1_HE819404,blaCMY-90,blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaCMY,blaCMY,blm
blaCTX-M-125_1_JQ724542,blaCTX-M-125,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9 like,blaCTX-M,blm
blaCTX-M-139_1_KC107824,blaCTX-M-139,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-14_1_AF252622,blaCTX-M-14,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9 like,blaCTX-M,blm
blaCTX-M-14b_1_DQ359215,blaCTX-M-14b,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9 like,blaCTX-M,blm
