sequence,correct,origname
flex_1412,resfindernewid_877,blaOXA-21_1_AB626885
flex_1413,resfindernewid_876,blaOXA-20_1_AY307114
flex_1414,resfindernewid_879,blaOXA-23_1_AY795964
flex_1415,resfindernewid_878,blaOXA-22_1_AF064820
flex_1416,resfindernewid_2866,tet(57)_1_KP137702
flex_1417,resfindernewid_2469,msr(D)_3_AF227520
flex_1418,resfindernewid_2468,msr(D)_2_AF274302
flex_1419,resfindernewid_2402,erm(B)_2_K00551
flex_1420,resfindernewid_1419,blaTEM-211_1_KF513179
flex_1421,resfindernewid_1418,blaTEM-209_1_KF240808
flex_1422,resfindernewid_2401,erm(B)_1_JN899585
flex_1423,resfindernewid_1411,blaTEM-197_1_HQ877606
flex_1424,resfindernewid_1410,blaTEM-195_1_JN935137
flex_1425,resfindernewid_1413,blaTEM-201_1_JX310327
flex_1426,resfindernewid_1412,blaTEM-198_1_AB700703
flex_1427,resfindernewid_1415,blaTEM-206_1_KC783461
flex_1428,resfindernewid_1414,blaTEM-205_1_KC900516
flex_1429,resfindernewid_1417,blaTEM-208_1_KC865667
flex_1430,resfindernewid_1416,blaTEM-207_1_KC818234
flex_1431,resfindernewid_2479,vga(A)_1_M90056
flex_1432,resfindernewid_2195,blaSHV-198_1_MF281086
flex_1433,resfindernewid_2194,blaSHV-197_1_KT946904
flex_1434,resfindernewid_2197,blaSHV-200_1_MF871643
flex_1435,resfindernewid_2196,blaSHV-199_1_MF373391
flex_1436,resfindernewid_2191,blaSHV-194_1_KX421191
flex_1437,resfindernewid_2190,blaSHV-193_1_KR347170
flex_1438,resfindernewid_2193,blaSHV-196_1_KX714286
flex_1439,resfindernewid_2192,blaSHV-195_1_KX619652
flex_1440,resfindernewid_2199,blaSHV-204_1_MH243356
flex_1441,resfindernewid_2198,blaSHV-203_1_MG028656
flex_1442,resfindernewid_1569,blaVIM-6_1_AY165025
flex_1443,resfindernewid_1568,blaVIM-5_1_DQ023222
flex_1444,resfindernewid_1565,blaVIM-2_1_AF302086
flex_1445,resfindernewid_1564,blaVIM-1_1_Y18050
flex_1446,resfindernewid_1567,blaVIM-4_1_EU581706
flex_1447,resfindernewid_1566,blaVIM-3_1_AF300454
flex_1448,resfindernewid_1561,blaIMP-42_1_AB753456
flex_1449,resfindernewid_1560,blaIMP-41_1_AB753458
flex_1450,resfindernewid_1563,blaIMP-44_1_AB777501
flex_1451,resfindernewid_1562,blaIMP-43_1_AB777500
flex_1452,resfindernewid_1969,blaCTX-M-173_1_KT997884
flex_1453,resfindernewid_1968,blaCTX-M-172_1_KT251041
flex_1454,resfindernewid_1961,blaCTX-M-165_1_KP727572
flex_1455,resfindernewid_1960,blaCTX-M-164_1_KP727571
flex_1456,resfindernewid_1963,blaCTX-M-167_1_KR537428
flex_1457,resfindernewid_1962,blaCTX-M-166_1_KU978909
flex_1458,resfindernewid_1965,blaCTX-M-169_1_KR779864
flex_1459,resfindernewid_1964,blaCTX-M-168_1_KR537429
flex_1460,resfindernewid_1967,blaCTX-M-171_1_KT277545
flex_1461,resfindernewid_1966,blaCTX-M-170_1_KR822223
flex_1462,resfindernewid_1983,blaCTX-M-190_1_KX664469
flex_1463,resfindernewid_1982,blaCTX-M-189_1_FJ657512
flex_1464,resfindernewid_1981,blaCTX-M-188_1_KX676491
flex_1465,resfindernewid_1980,blaCTX-M-186_1_KX446939
flex_1466,resfindernewid_1987,blaCTX-M-194_1_KY563767
flex_1467,resfindernewid_1986,blaCTX-M-193_1_KY563766
flex_1468,resfindernewid_1985,blaCTX-M-192_1_KY271098
flex_1469,resfindernewid_1984,blaCTX-M-191_1_KY271097
flex_1470,resfindernewid_1989,blaCTX-M-196_1_KY563769
flex_1471,resfindernewid_1988,blaCTX-M-195_1_KY563768
flex_1472,resfindernewid_1741,blaOXA-252_1_NG_050608
flex_1473,resfindernewid_1740,blaOXA-246_1_EU886980
flex_1474,resfindernewid_1743,blaOXA-260_1_APOR01000009
flex_1475,resfindernewid_1742,blaOXA-259_1_KF057028
flex_1476,resfindernewid_1745,blaOXA-262_1_APRA01000005
flex_1477,resfindernewid_1744,blaOXA-261_1_APQV01000009
flex_1478,resfindernewid_1747,blaOXA-264_1_APQQ01000012
flex_1479,resfindernewid_1746,blaOXA-263_1_APQY01000006
flex_1480,resfindernewid_1749,blaOXA-193_1_CP013032
flex_1481,resfindernewid_1748,blaOXA-265_1_APQR01000003
flex_1482,resfindernewid_2971,tet(W/32/O)_2_AM710602
flex_1483,resfindernewid_1189,blaSHV-57_1_AY223863
flex_1484,resfindernewid_1188,blaSHV-56_1_EU586041
flex_1485,resfindernewid_1183,blaSHV-49_1_AY528718
flex_1486,resfindernewid_1182,blaSHV-48_1_AY263404
flex_1487,resfindernewid_1181,blaSHV-46_1_AY210887
flex_1488,resfindernewid_1180,blaSHV-45_1_AF547625
flex_1489,resfindernewid_1187,blaSHV-55_1_DQ054528
flex_1490,resfindernewid_1186,blaSHV-52_1_HQ845196
flex_1491,resfindernewid_1185,blaSHV-51_1_AY289548
flex_1492,resfindernewid_1184,blaSHV-50_1_AY288915
flex_1493,resfindernewid_1345,blaTEM-110_1_AY072920
flex_1494,resfindernewid_1344,blaTEM-109_1_AY628175
flex_1495,resfindernewid_1347,blaTEM-112_1_AY589493
flex_1496,resfindernewid_1346,blaTEM-111_1_AF468003
flex_1497,resfindernewid_1341,blaTEM-106_1_AY101578
flex_1498,resfindernewid_1340,blaTEM-105_1_AF516720
flex_1499,resfindernewid_1343,blaTEM-108_1_AF506748
flex_1500,resfindernewid_1342,blaTEM-107_1_AY101764
flex_1501,resfindernewid_1349,blaTEM-114_1_AY589495
flex_1502,resfindernewid_1348,blaTEM-113_1_AY589494
flex_1503,resfindernewid_2982,dfrA17_1_FJ460238
flex_1504,resfindernewid_2983,dfrB2_1_J01773
flex_1505,resfindernewid_2980,dfrK_1_FN377602
flex_1506,resfindernewid_2981,dfrA23_1_AJ746361
flex_1507,resfindernewid_2986,dfrA10_1_L06418
flex_1508,resfindernewid_2987,dfrK_2_FN677369
flex_1509,resfindernewid_2984,dfrA14_5_DQ388123
flex_1510,resfindernewid_2985,dfrA25_1_DQ267940
flex_1511,resfindernewid_2988,dfrB1_1_U36276
flex_1512,resfindernewid_2989,dfrK_3_FN812951
flex_1513,resfindernewid_2476,tlr(C)_1_M57437
flex_1514,resfindernewid_2057,blaCMY-132_1_KP862820
flex_1515,resfindernewid_3006,dfrA18_1_AJ310778
flex_1516,resfindernewid_2477,lsa(B)_1_AJ579365
flex_1517,resfindernewid_3007,dfrA24_1_AJ972619
flex_1518,resfindernewid_2876,tet(A)_3_AY196695
flex_1519,resfindernewid_2877,tet(A)_4_AJ517790
flex_1520,resfindernewid_2874,tet(A)_1_AJ313332
flex_1521,resfindernewid_2875,tet(A)_2_X00006
flex_1522,resfindernewid_2872,tet(30)_1_AF090987
flex_1523,resfindernewid_2873,tet(35)_1_AF353562
flex_1524,resfindernewid_2870,otr(C)_1_AY509111
flex_1525,resfindernewid_2871,tcr3_1_D38215
flex_1526,resfindernewid_2878,tet(A)_5_AJ419171
flex_1527,resfindernewid_2879,tet(A)_6_AF534183
flex_1528,resfindernewid_466,blaPEDO-2_1_KP109678
flex_1529,resfindernewid_467,blaPEDO-1_1_KP109677
flex_1530,resfindernewid_464,blaPLA1a_1_AY302757
flex_1531,resfindernewid_465,blaPEDO-3_1_KP109679
flex_1532,resfindernewid_462,blaPLA-5A_1_DQ249871
flex_1533,resfindernewid_463,blaPLA2a_1_AY307385
flex_1534,resfindernewid_460,blaPLA-3A_1_AY507663
flex_1535,resfindernewid_461,blaPLA-4A_1_AY507664
flex_1536,resfindernewid_468,blaOXA-518_1_KU739134
flex_1537,resfindernewid_469,blaOXA-493_1_CP007774
flex_1538,resfindernewid_3009,dfrA33_1_FM957884
flex_1539,resfindernewid_2072,blaCMY-114_1_KM087846
flex_1540,resfindernewid_2073,blaCMY-113_1_KM087836
flex_1541,resfindernewid_1910,blaIMP-60_1_LC159227
flex_1542,resfindernewid_1911,blaIMP-59_1_KX196782
flex_1543,resfindernewid_1912,blaIMP-70_1_MG748725
flex_1544,resfindernewid_1913,blaIMP-68_1_MF669572
flex_1545,resfindernewid_2728,qnrB70_1_KC580659
flex_1546,resfindernewid_2729,qnrB71_1_KC580660
flex_1547,resfindernewid_2726,qnrB68_1_KC580657
flex_1548,resfindernewid_1914,blaIMP-6_1_AB753460
flex_1549,resfindernewid_2724,qnrB66_1_KC580655
flex_1550,resfindernewid_2725,qnrB67_1_KC580656
flex_1551,resfindernewid_2542,vga(A)LC_2_DQ823382
flex_1552,resfindernewid_2723,qnrB65_1_KC580654
flex_1553,resfindernewid_2720,qnrB61_1_AB734053
flex_1554,resfindernewid_1915,blaIMP-9_1_FJ655384
flex_1555,resfindernewid_268,blaOXA-338_1_KF048909
flex_1556,resfindernewid_269,blaOXA-339_1_KF048911
flex_1557,resfindernewid_1916,blaIMP-10_1_AB074435
flex_1558,resfindernewid_260,aac(3)-VIII_3_AJ748131
flex_1559,resfindernewid_261,kmr_1_ENA_ACB88605
flex_1560,resfindernewid_262,blaNDM-19_1_MF370080
flex_1561,resfindernewid_263,blaNDM-20_1_KY654092
flex_1562,resfindernewid_264,blaNDM-21_1_MG183694
flex_1563,resfindernewid_265,blaOXA-368_1_KT736121
flex_1564,resfindernewid_266,blaOXA-336_1_KF048907
flex_1565,resfindernewid_267,blaOXA-337_1_KF048908
flex_1566,resfindernewid_2296,mcr-3.25_1_NG060585
flex_1567,resfindernewid_2297,mcr-4.1_1_MF543359
flex_1568,resfindernewid_2294,mcr-3.23_1_NG060583
flex_1569,resfindernewid_2295,mcr-3.24_1_NG060580
flex_1570,resfindernewid_2292,mcr-3.21_1_NG060582
flex_1571,resfindernewid_2293,mcr-3.22_1_NG060581
flex_1572,resfindernewid_2290,mcr-3.19_1_NG055497
flex_1573,resfindernewid_2291,mcr-3.20_1_NG055493
flex_1574,resfindernewid_3057,dfrA5_2_FJ001870
flex_1575,resfindernewid_3056,dfrA5_3_KF030794
flex_1576,resfindernewid_2071,blaCMY-115_1_KM087839
flex_1577,resfindernewid_3054,dfrA22_5_AJ968952
flex_1578,resfindernewid_3053,dfrA22_4_AJ628423
flex_1579,resfindernewid_3052,dfrA22_2_KF525301
flex_1580,resfindernewid_2298,mcr-4.2_1_MG822663
flex_1581,resfindernewid_2299,mcr-4.3_1_MG026621
flex_1582,resfindernewid_282,blaOXA-365_1_KF885217
flex_1583,resfindernewid_283,blaOXA-366_1_KP050485
flex_1584,resfindernewid_280,blaOXA-363_1_KF460533
flex_1585,resfindernewid_281,blaOXA-364_1_JX306689
flex_1586,resfindernewid_286,blaOXA-374_1_KF986255
flex_1587,resfindernewid_287,blaOXA-375_1_KF986256
flex_1588,resfindernewid_284,blaOXA-370_1_KJ488943
flex_1589,resfindernewid_285,blaOXA-373_1_HG931732
flex_1590,resfindernewid_288,blaOXA-376_1_KF986257
flex_1591,resfindernewid_289,blaOXA-377_1_KF986258
flex_1592,resfindernewid_2058,blaCMY-131_1_KP281294
flex_1593,resfindernewid_2059,blaCMY-130_1_KP207589
flex_1594,resfindernewid_2508,vat(E)_11_AY043213
flex_1595,resfindernewid_2509,vat(F)_1_AF170730
flex_1596,resfindernewid_2612,catB7_1_AF036933
flex_1597,resfindernewid_2613,catB8_1_AF227506
flex_1598,resfindernewid_2610,catB2_1_AF047479
flex_1599,resfindernewid_2611,catB3_1_AJ009818
flex_1600,resfindernewid_2616,catA3_1_X07848
flex_1601,resfindernewid_2617,cat_1_M11587
flex_1602,resfindernewid_608,blaCTX-M-29_1_AY267213
flex_1603,resfindernewid_609,blaCTX-M-30_1_AY292654
flex_1604,resfindernewid_606,blaCTX-M-25_1_AF518567
flex_1605,resfindernewid_607,blaCTX-M-28_6_AJ549244
flex_1606,resfindernewid_604,blaCTX-M-23_1_AF488377
flex_1607,resfindernewid_605,blaCTX-M-24_1_EF374096
flex_1608,resfindernewid_602,blaCTX-M-20_1_AJ416344
flex_1609,resfindernewid_603,blaCTX-M-21_1_AJ416346
flex_1610,resfindernewid_600,blaCTX-M-17_1_AY033516
flex_1611,resfindernewid_601,blaCTX-M-19_1_AF325134
flex_1612,resfindernewid_2465,msr(A)_2_AB013298
flex_1613,resfindernewid_844,blaOKP-B-8_1_AM051157
flex_1614,resfindernewid_845,blaOKP-B-9_1_AM051159
flex_1615,resfindernewid_846,blaOKP-B-10_1_AM051160
flex_1616,resfindernewid_847,blaOKP-B-11_1_AM051161
flex_1617,resfindernewid_840,blaOKP-B-4_1_AM051153
flex_1618,resfindernewid_841,blaOKP-B-5_1_AY512506
flex_1619,resfindernewid_842,blaOKP-B-6_1_AY850171
flex_1620,resfindernewid_843,blaOKP-B-7_1_AM051156
flex_1621,resfindernewid_2472,lmr(A)_1_X59926
flex_1622,resfindernewid_2473,ole(B)_1_L36601
flex_1623,resfindernewid_2470,msr(E)_1_FR751518
flex_1624,resfindernewid_2471,car(A)_1_M80346
flex_1625,resfindernewid_848,blaOKP-B-12_1_AJ635420
flex_1626,resfindernewid_849,blaOKP-B-13_1_AY825330
flex_1627,resfindernewid_2474,ole(C)_1_L06249
flex_1628,resfindernewid_2475,srm(B)_1_X63451
flex_1629,resfindernewid_10,aac(6')-Iih_1_AJ584701
flex_1630,resfindernewid_11,aac(6')-Iz_2_AB971834
flex_1631,resfindernewid_12,aac(6')-29b_1_AF263519
flex_1632,resfindernewid_13,aac(6')-29a_1_AF263519
flex_1633,resfindernewid_14,aac(6')-Iaa_1_NC_003197
flex_1634,resfindernewid_15,aac(6')-Ih_2_KT778788
flex_1635,resfindernewid_16,aac(6')-Ix_1_AF031332
flex_1636,resfindernewid_17,aac(6')-Il_1_U13880
flex_1637,resfindernewid_18,aac(6')-Ia_2_M86913
flex_1638,resfindernewid_19,aac(6')-Iag_1_AB472901
flex_1639,resfindernewid_1404,blaTEM-187_1_HM246246
flex_1640,resfindernewid_1405,blaTEM-188_1_JN211012
flex_1641,resfindernewid_1402,blaTEM-185_1_JF795538
flex_1642,resfindernewid_1403,blaTEM-186_1_JN227084
flex_1643,resfindernewid_1400,blaTEM-183_1_HQ529916
flex_1644,resfindernewid_1401,blaTEM-184_1_FR848831
flex_1645,resfindernewid_112,aac(3)-IIa_1_X51534
flex_1646,resfindernewid_113,aac(3)-IIb_1_M97172
flex_1647,resfindernewid_110,aac(3)-Ih_1_CP000490
flex_1648,resfindernewid_111,aac(3)-Ii_1_CP000356
flex_1649,resfindernewid_116,aac(3)-IIe_1_EU022315
flex_1650,resfindernewid_117,aac(3)-IIIa_1_X55652
flex_1651,resfindernewid_114,aac(3)-IIc_1_X54723
flex_1652,resfindernewid_115,aac(3)-IId_1_EU022314
flex_1653,resfindernewid_2601,optrA_17_ALZI01000051
flex_1654,resfindernewid_118,aac(3)-IIIb_1_L06160
flex_1655,resfindernewid_119,aac(3)-IIIc_1_L06161
flex_1656,resfindernewid_2600,optrA_16_AMBD01000029
flex_1657,resfindernewid_2188,blaSHV-190_1_KP868753
flex_1658,resfindernewid_2189,blaSHV-191_1_KP868754
flex_1659,resfindernewid_2603,optrA_19_ALMN01000021
flex_1660,resfindernewid_2182,blaSHV-187_1_LN515533
flex_1661,resfindernewid_2183,blaSHV-186_1_KM233165
flex_1662,resfindernewid_2180,blaSHV-189_1_KP050494
flex_1663,resfindernewid_2181,blaSHV-188_1_LN515534
flex_1664,resfindernewid_2186,blaSHV-182_1_KP050489
flex_1665,resfindernewid_2187,blaSHV-180_1_KP050487
flex_1666,resfindernewid_2184,blaSHV-185_1_KM233164
flex_1667,resfindernewid_2185,blaSHV-183_1_HG934764
flex_1668,resfindernewid_2466,msr(C)_1_AY004350
flex_1669,resfindernewid_1572,blaVIM-9_1_AY524988
flex_1670,resfindernewid_1573,blaVIM-10_1_AY524989
flex_1671,resfindernewid_1570,blaVIM-7_1_AJ536835
flex_1672,resfindernewid_1571,blaVIM-8_1_AY524987
flex_1673,resfindernewid_1576,blaVIM-13_1_DQ365886
flex_1674,resfindernewid_1577,blaVIM-14_1_FJ445404
flex_1675,resfindernewid_1574,blaVIM-11_1_AY605049
flex_1676,resfindernewid_1575,blaVIM-12_1_DQ143913
flex_1677,resfindernewid_1578,blaVIM-15_1_EU419745
flex_1678,resfindernewid_1579,blaVIM-16_1_EU419746
flex_1679,resfindernewid_2791,sul1_21_AJ971344
flex_1680,resfindernewid_1978,blaCTX-M-183_1_KX263246
flex_1681,resfindernewid_1979,blaCTX-M-184_1_KX263247
flex_1682,resfindernewid_1976,blaCTX-M-181_1_KX056900
flex_1683,resfindernewid_1977,blaCTX-M-182_1_KX056901
flex_1684,resfindernewid_1974,blaCTX-M-179_1_KU705393
flex_1685,resfindernewid_1975,blaCTX-M-180_1_KX056899
flex_1686,resfindernewid_1972,blaCTX-M-176_1_KT997888
flex_1687,resfindernewid_1973,blaCTX-M-177_1_KT997889
flex_1688,resfindernewid_1970,blaCTX-M-174_1_KT997886
flex_1689,resfindernewid_1971,blaCTX-M-175_1_KT997887
flex_1690,resfindernewid_2545,erm(44)_1_HG796218
flex_1691,resfindernewid_1990,blaCTX-M-197_1_KY646303
flex_1692,resfindernewid_1991,blaCTX-M-198_1_KY646304
flex_1693,resfindernewid_1992,blaCTX-M-199_1_KY786032
flex_1694,resfindernewid_1993,blaCTX-M-200_1_KY997188
flex_1695,resfindernewid_1994,blaCTX-M-201_1_KY997189
flex_1696,resfindernewid_1995,blaCTX-M-202_1_MF195067
flex_1697,resfindernewid_1996,blaCTX-M-203_1_MF196230
flex_1698,resfindernewid_1997,blaCTX-M-204_1_MF281085
flex_1699,resfindernewid_1998,blaCTX-M-206_1_KJ802520
flex_1700,resfindernewid_1999,blaCTX-M-207_1_LC348384
flex_1701,resfindernewid_2460,erm(42)_2_AB601890
flex_1702,resfindernewid_1756,blaZ_17_JDDF01000008
flex_1703,resfindernewid_1757,blaZ_18_JBQW01000016
flex_1704,resfindernewid_1754,blaZ_15_JAZQ01000018
flex_1705,resfindernewid_1755,blaZ_16_JBTH01000015
flex_1706,resfindernewid_1752,blaZ_13_KF471116
flex_1707,resfindernewid_1753,blaZ_14_JBAG01000015
flex_1708,resfindernewid_1750,blaOXA-102_1_NZ_LWGP01000001
flex_1709,resfindernewid_1751,blaOXA-103_1_APQF01000011
flex_1710,resfindernewid_1758,blaZ_19_JBMK01000007
flex_1711,resfindernewid_1759,blaZ_20_JBVX01000014
flex_1712,resfindernewid_255,aadA2b_1_D43625
flex_1713,resfindernewid_254,aadA8b_1_AY139603
flex_1714,resfindernewid_257,aac(3)-XI_1_CTEG01000046
flex_1715,resfindernewid_2517,mph(C)_5_AM180067
flex_1716,resfindernewid_256,aac(6')-Ii_1_L12710
flex_1717,resfindernewid_251,aph(3')-Ib_2_AJ744860
flex_1718,resfindernewid_250,aac(3)-VIa_2_NC_009838
flex_1719,resfindernewid_1198,blaSHV-67_1_DQ174307
flex_1720,resfindernewid_1199,blaSHV-69_1_DQ174308
flex_1721,resfindernewid_253,aadA24_1_DQ677333
flex_1722,resfindernewid_1190,blaSHV-59_1_AY790341
flex_1723,resfindernewid_1191,blaSHV-60_1_AB302939
flex_1724,resfindernewid_1192,blaSHV-61_1_AJ866284
flex_1725,resfindernewid_1193,blaSHV-62_1_AJ866285
flex_1726,resfindernewid_1194,blaSHV-63_1_EU342351
flex_1727,resfindernewid_1195,blaSHV-64_1_DQ174304
flex_1728,resfindernewid_1196,blaSHV-65_1_DQ174305
flex_1729,resfindernewid_1197,blaSHV-66_1_DQ174306
flex_1730,resfindernewid_1358,blaTEM-126_1_AY628199
flex_1731,resfindernewid_1359,blaTEM-127_1_AY368236
flex_1732,resfindernewid_1352,blaTEM-120_1_AY243512
flex_1733,resfindernewid_1353,blaTEM-121_1_AY307374
flex_1734,resfindernewid_1350,blaTEM-115_1_AF535127
flex_1735,resfindernewid_1351,blaTEM-116_1_AY425988
flex_1736,resfindernewid_1356,blaTEM-124_1_AY327540
flex_1737,resfindernewid_1357,blaTEM-125_1_AY628176
flex_1738,resfindernewid_1354,blaTEM-122_1_AY307100
flex_1739,resfindernewid_1355,blaTEM-123_1_AY327539
flex_1740,resfindernewid_2793,sul1_23_AJ621187
flex_1741,resfindernewid_3028,dfrA1_14_AB199789
flex_1742,resfindernewid_3029,dfrA1_15_FM207631
flex_1743,resfindernewid_3010,dfrB3_1_X72585
flex_1744,resfindernewid_3023,dfrA1_9_AJ238350
flex_1745,resfindernewid_2692,qnrB33_1_JN173055
flex_1746,resfindernewid_2693,qnrB34_1_JN173056
flex_1747,resfindernewid_2690,qnrB31_1_HQ418999
flex_1748,resfindernewid_2691,qnrB32_1_JN173054
flex_1749,resfindernewid_2696,qnrB37_1_JN173059
flex_1750,resfindernewid_2149,blaTEM-210_1_KJ484630
flex_1751,resfindernewid_2697,qnrB38_1_JN173060
flex_1752,resfindernewid_2694,qnrB35_1_JN173057
flex_1753,resfindernewid_2695,qnrB36_1_JN173058
flex_1754,resfindernewid_2511,mph(A)_2_U36578
flex_1755,resfindernewid_2557,vga(A)_3_JQ312422
flex_1756,resfindernewid_2510,mph(A)_1_D16251
flex_1757,resfindernewid_2513,mph(C)_1_AB013298
flex_1758,resfindernewid_2889,tet(C)_2_AY046276
flex_1759,resfindernewid_2512,mph(B)_1_D85892
flex_1760,resfindernewid_2883,tet(E)_1_Y19116
flex_1761,resfindernewid_2515,mph(C)_3_AM180068
flex_1762,resfindernewid_2881,tet(G)_2_AF133140
flex_1763,resfindernewid_2880,tet(G)_1_AF133139
flex_1764,resfindernewid_2887,tet(D)_2_X65876
flex_1765,resfindernewid_2886,tet(D)_1_AF467077
flex_1766,resfindernewid_2885,tet(E)_3_CP000645
flex_1767,resfindernewid_2514,mph(C)_2_AF167161
flex_1768,resfindernewid_475,blaOXA-446_1_KR061495
flex_1769,resfindernewid_474,blaOXA-447_1_KR061496
flex_1770,resfindernewid_477,blaOXA-306_1_APSB01000022
flex_1771,resfindernewid_476,blaOXA-308_1_APPN01000080
flex_1772,resfindernewid_471,blaOXA-465_1_KR061500
flex_1773,resfindernewid_470,blaOXA-466_1_KR061501
flex_1774,resfindernewid_473,blaOXA-448_1_KR061497
flex_1775,resfindernewid_472,blaOXA-449_1_KR061498
flex_1776,resfindernewid_2516,mph(C)_4_AM397632
flex_1777,resfindernewid_479,blaOXA-302_1_APRT01000004
flex_1778,resfindernewid_478,blaOXA-303_1_APSD01000035
flex_1779,resfindernewid_437,blaOXA-307_1_NG_050611
flex_1780,resfindernewid_2550,lnu(B)_2_JQ861959
flex_1781,resfindernewid_772,blaKPC-15_1_KC433553
flex_1782,resfindernewid_773,blaKPC-16_1_KC465199
flex_1783,resfindernewid_954,blaOXA-110_1_EF650036
flex_1784,resfindernewid_955,blaOXA-111_1_EF650037
flex_1785,resfindernewid_776,blaLEN3_1_AY130286
flex_1786,resfindernewid_777,blaLEN4_1_AY130287
flex_1787,resfindernewid_774,blaLEN1_1_X04515
flex_1788,resfindernewid_3019,dfrA1_5_EU089668
flex_1789,resfindernewid_951,blaOXA-107_1_LAVJ01000082
flex_1790,resfindernewid_1591,blaVIM-30_1_JN129451
flex_1791,resfindernewid_673,blaCTX-M-105_1_HQ833651
flex_1792,resfindernewid_279,blaOXA-362_1_KF460532
flex_1793,resfindernewid_278,blaOXA-361_1_KF460531
flex_1794,resfindernewid_277,blaOXA-347_1_ACWG01000053
flex_1795,resfindernewid_276,blaOXA-346_1_KF048919
flex_1796,resfindernewid_275,blaOXA-345_1_KF048918
flex_1797,resfindernewid_274,blaOXA-344_1_KF048917
flex_1798,resfindernewid_273,blaOXA-343_1_KF048916
flex_1799,resfindernewid_272,blaOXA-342_1_KF048915
flex_1800,resfindernewid_271,blaOXA-341_1_KF048913
flex_1801,resfindernewid_270,blaOXA-340_1_KF048912
flex_1802,resfindernewid_1730,blaOXA-285_1_APRY01000059
flex_1803,resfindernewid_2269,mcr-1.14_1_LS398440
flex_1804,resfindernewid_670,blaCTX-M-102_1_HQ398215
flex_1805,resfindernewid_3048,dfrA16_2_AF174129
flex_1806,resfindernewid_3049,dfrA16_3_AY878718
flex_1807,resfindernewid_3018,dfrA1_4_AB188271
flex_1808,resfindernewid_1731,blaOXA-276_1_APPI01000013
flex_1809,resfindernewid_2263,mcr-1.8_1_KY683842
flex_1810,resfindernewid_677,blaCTX-M-113_1_JF274247
flex_1811,resfindernewid_2261,mcr-1.6_1_KY352406
flex_1812,resfindernewid_2260,mcr-1.5_1_KY283125
flex_1813,resfindernewid_2267,mcr-1.12_1_LC337668
flex_1814,resfindernewid_1732,blaOXA-277_1_APPQ01000011
flex_1815,resfindernewid_2265,mcr-1.10_1_MF176238
flex_1816,resfindernewid_676,blaCTX-M-112_1_JF274246
flex_1817,resfindernewid_291,blaOXA-379_1_KF986260
flex_1818,resfindernewid_290,blaOXA-378_1_KF986259
flex_1819,resfindernewid_293,blaOXA-381_1_KJ135344
flex_1820,resfindernewid_292,blaOXA-380_1_KF986261
flex_1821,resfindernewid_295,blaOXA-383_1_KF986262
flex_1822,resfindernewid_294,blaOXA-382_1_KJ135345
flex_1823,resfindernewid_297,blaOXA-385_1_KF986253
flex_1824,resfindernewid_296,blaOXA-384_1_KF986263
flex_1825,resfindernewid_299,blaOXA-387_1_KJ173478
flex_1826,resfindernewid_298,blaOXA-386_1_KF986254
flex_1827,resfindernewid_2063,blaCMY-125_1_KM985463
flex_1828,resfindernewid_674,blaCTX-M-110_1_JF274242
flex_1829,resfindernewid_2065,blaCMY-122_1_KM985460
flex_1830,resfindernewid_2064,blaCMY-124_1_KM985462
flex_1831,resfindernewid_2067,blaCMY-119_1_KM087845
flex_1832,resfindernewid_1735,blaOXA-269_1_APQJ01000007
flex_1833,resfindernewid_2667,qnrB10_1_DQ631414
flex_1834,resfindernewid_2666,qnrB9_1_EF526508
flex_1835,resfindernewid_2665,qnrB8_1_EU043312
flex_1836,resfindernewid_2664,qnrB7_1_EU043311
flex_1837,resfindernewid_619,blaCTX-M-42_1_DQ061159
flex_1838,resfindernewid_618,blaCTX-M-41_1_DQ023162
flex_1839,resfindernewid_2661,qnrB5_1_DQ303919
flex_1840,resfindernewid_2660,qnrB4_1_DQ303921
flex_1841,resfindernewid_615,blaCTX-M-36_1_AB177384
flex_1842,resfindernewid_614,blaCTX-M-35_1_AB176532
flex_1843,resfindernewid_617,blaCTX-M-40_1_AY750914
flex_1844,resfindernewid_616,blaCTX-M-39_1_AY954516
flex_1845,resfindernewid_611,blaCTX-M-32_2_AJ557142
flex_1846,resfindernewid_610,blaCTX-M-31_1_AJ567481
flex_1847,resfindernewid_613,blaCTX-M-34_1_AY515297
flex_1848,resfindernewid_612,blaCTX-M-33_1_AY238472
flex_1849,resfindernewid_1739,blaOXA-273_1_APQN01000012
flex_1850,resfindernewid_2920,tet(L)_7_X60828
flex_1851,resfindernewid_859,blaOXA-2_2_GQ466184
flex_1852,resfindernewid_858,blaOXA-1_1_HQ170510
flex_1853,resfindernewid_2409,erm(B)_15_U48430
flex_1854,resfindernewid_2408,erm(B)_12_U18931
flex_1855,resfindernewid_853,blaOKP-B-17_1_AM850919
flex_1856,resfindernewid_852,blaOKP-B-16_1_AM850918
flex_1857,resfindernewid_851,blaOKP-B-15_1_AM850917
flex_1858,resfindernewid_850,blaOKP-B-14_1_DQ995288
flex_1859,resfindernewid_857,blaOXA-SHE_1_AY066004
flex_1860,resfindernewid_856,blaOKP-B-20_1_AM850922
flex_1861,resfindernewid_855,blaOKP-B-19_1_AM850921
flex_1862,resfindernewid_854,blaOKP-B-18_1_AM850920
flex_1863,resfindernewid_65,ant(2'')-Ia_16_HQ386848
flex_1864,resfindernewid_64,ant(2'')-Ia_15_EF205594
